BlobID,1,,
InImage_ID,1,,
Source_folder,./qsaru_output/results_2024_0429_144602,,
Source_filename,intensity_546nm.tif,,
Out_folder,./qsaru_output/results_2024_0429_144602/single_cells,,
Out_filename,intensity_546nm__0001.tif,,
Band_133_W_662.90,0.061367983,,
Band_134_W_664.70,0.06015951,,
Band_135_W_666.50,0.051228679,,
Band_136_W_668.80,0.061376272,,
Band_137_W_670.60,0.060439735,,
Band_138_W_672.80,0.059489603,,
Band_139_W_674.60,0.065783185,,
Band_140_W_676.40,0.058697988,,
Band_141_W_678.70,0.052127177,,
Band_142_W_680.90,0.058630445,,
Band_143_W_682.70,0.057724842,,
Band_144_W_685.00,0.05111521,,
Band_145_W_686.80,0.056931295,,
Band_146_W_688.60,0.056871313,,
Band_147_W_690.80,0.057953832,,
Band_148_W_692.60,0.052816707,,
Band_149_W_694.80,0.044977196,,
Band_150_W_696.60,0.042920286,,
Band_151_W_698.40,0.046722695,,
Band_152_W_700.70,0.041885033,,
Band_153_W_702.50,0.040810238,,
Band_154_W_704.70,0.046780954,,
Band_155_W_706.50,0.043705227,,
Band_156_W_708.70,0.03405238,,
Band_157_W_711.00,0.040894409,,
Band_158_W_712.80,0.04318366,,
Band_159_W_715.00,0.043298615,,
Band_160_W_716.80,0.038542604,,
Band_161_W_719.00,0.034011684,,
Band_162_W_720.80,0.043508324,,
Band_163_W_722.60,0.035384974,,
Band_164_W_724.80,0.029403016,,
Band_165_W_726.60,0.03858166,,
Band_166_W_728.40,0.035965689,,
Band_167_W_730.60,0.027701634,,
Band_168_W_732.90,0.031632831,,
Band_169_W_734.70,0.036666018,,
Band_170_W_736.90,0.0296458,,
Band_171_W_738.70,0.031227673,,
Band_172_W_740.40,0.031483287,,
Band_173_W_742.70,0.023799863,,
Band_174_W_744.90,0.030081,,
Band_175_W_746.70,0.028760379,,
Band_176_W_748.90,0.025834633,,
Band_177_W_750.70,0.024784376,,
Band_178_W_752.90,0.026721085,,
Band_179_W_754.70,0.031425603,,
Band_180_W_756.90,0.025679186,,
Band_181_W_758.70,0.027724093,,
Band_182_W_760.50,0.025970458,,
Band_183_W_762.70,0.027553553,,
Band_184_W_764.50,0.025249524,,
Band_185_W_766.70,0.026885031,,
Band_186_W_768.50,0.029394679,,
Band_187_W_770.70,0.02048085,,
Band_188_W_772.50,0.021557252,,
Band_189_W_774.70,0.022386221,,
Band_190_W_776.50,0.021678787,,
Band_191_W_778.70,0.022615313,,
Band_192_W_780.40,0.025009692,,
Band_193_W_782.70,0.019517668,,
Band_194_W_784.40,0.019374173,,
Band_195_W_786.60,0.0205875,,
Band_196_W_788.90,0.023086701,,
Band_197_W_790.60,0.018781288,,
Band_198_W_792.80,0.021752537,,
Band_199_W_794.60,0.023977159,,
Band_200_W_796.40,0.015291059,,
Band_201_W_798.60,0.01812704,,
Band_202_W_800.40,0.020643823,,
Band_203_W_802.60,0.015826443,,
Band_204_W_804.80,0.020018862,,
Band_205_W_806.50,0.01892523,,
Band_206_W_808.70,0.020260947,,
Band_207_W_810.50,0.021503531,,
Band_208_W_812.70,0.025482732,,
Band_209_W_814.50,0.029467771,,
Band_210_W_816.70,0.030792935,,
Band_211_W_818.40,0.026848962,,
Band_212_W_820.60,0.019281982,,
Band_213_W_822.40,0.023133136,,
Band_214_W_824.20,0.027215944,,
Band_215_W_826.40,0.023712053,,
Band_216_W_828.60,0.016743883,,
Band_217_W_830.30,0.015981012,,
Band_218_W_832.50,0.017499814,,
Band_219_W_834.30,0.018756899,,
Band_220_W_836.50,0.016711389,,
Band_221_W_838.20,0.018708317,,
Band_222_W_840.40,0.016011705,,
Band_223_W_842.20,0.016371405,,
Band_224_W_844.40,0.016360971,,
Band_225_W_846.10,0.012917403,,
Band_226_W_848.30,0.01111308,,
Band_227_W_850.10,0.011824159,,
Band_228_W_852.30,0.014551181,,
Band_229_W_854.00,0.013392225,,
Band_230_W_856.20,0.012353284,,
Band_231_W_858.00,0.013458416,,
Band_232_W_860.20,0.013333421,,
Band_233_W_861.90,0.012845754,,
Band_234_W_864.10,0.015221026,,
Band_235_W_865.90,0.017188542,,
Band_236_W_868.00,0.014339129,,
Band_237_W_870.20,0.014085061,,
Band_238_W_872.00,0.014032649,,
Band_239_W_874.20,0.013567382,,
Band_240_W_875.90,0.013643624,,
Band_241_W_878.10,0.012871987,,
Band_242_W_879.80,0.012964676,,
Band_243_W_882.00,0.009668255,,
Band_244_W_884.20,0.010286458,,
Band_245_W_886.00,0.012376991,,
Band_246_W_887.70,0.011331851,,
Band_247_W_889.90,0.009358149,,
Band_248_W_892.10,0.01118932,,
Band_249_W_893.80,0.011732343,,
Band_250_W_896.00,0.008721251,,
Band_251_W_898.20,0.010540751,,
Band_252_W_899.90,0.012909156,,
Band_253_W_902.10,0.010898656,,
Band_254_W_903.80,0.009337278,,
Band_255_W_906.00,0.011355122,,
Band_256_W_907.70,0.009517536,,
Band_257_W_909.90,0.007751246,,
Band_258_W_911.60,0.010334926,,
Band_259_W_913.80,0.010406983,,
Band_260_W_915.50,0.009643364,,
Band_261_W_917.70,0.007713999,,
Band_262_W_919.90,0.010442464,,
Band_263_W_921.60,0.012391083,,
Band_264_W_923.40,0.012750169,,
Band_265_W_925.50,0.011928362,,
Band_266_W_927.70,0.014550115,,
Band_267_W_929.40,0.015221466,,
Band_268_W_931.60,0.011781319,,
Band_269_W_933.80,0.013538047,,
Band_270_W_935.50,0.015227393,,
Band_271_W_937.60,0.012557632,,
Band_272_W_939.80,0.013689654,,
Band_273_W_941.50,0.01421428,,
Band_274_W_943.70,0.011704407,,
Band_275_W_945.40,0.011022611,,
Band_276_W_947.60,0.012363223,,
Band_277_W_949.70,0.018824696,,
Band_278_W_951.00,0.019510426,,
Band_279_W_953.20,0.011730894,,
Band_280_W_955.40,0.01377536,,
Band_281_W_957.50,0.0159515,,
Band_282_W_959.70,0.024698975,,
Band_283_W_961.40,0.020286492,,
Band_284_W_963.10,0.013802989,,
Band_285_W_965.30,0.014155567,,
Band_286_W_967.00,0.018918194,,
Band_287_W_969.10,0.014555418,,
Band_288_W_971.30,0.011460958,,
Band_289_W_973.40,0.010629658,,
Band_290_W_975.20,0.010483306,,
Band_291_W_977.30,0.0075968,,
Band_292_W_979.50,0.009512326,,
Band_293_W_981.20,0.012236691,,
Band_294_W_982.90,0.010845709,,
Band_295_W_985.50,0.011281398,,
Band_296_W_987.20,0.009016881,,
Band_297_W_989.30,0.010259201,,
Band_298_W_991.10,0.014666174,,
Band_299_W_993.20,0.012869002,,
Band_300_W_995.30,0.014156914,,
Band_301_W_997.10,0.01701861,,
Band_302_W_998.80,0.013469323,,
Band_303_W_1000.90,0.010298141,,
Class_label,-1,,
